,Unnamed: 0,source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
170,1128,App Store,f85c41fe-c5ba-448e-9ce7-e5ad3d3a3b95,2022-10-26,"The Barclays iOS app has always been flawless - but now crashes when trying to transfer between accounts.  As soon as I select the destination account, the app crashes to the iOS Home Screen

I have reinstalled the app and this still happens every time",3,Mike___F,Crashes when trying to transfer between accounts,,,,en,gb
171,1162,App Store,ebca6e2b-0e81-45c2-9c51-3d6b6cd4a4e7,2022-05-28,"Its okay but can you please fix bugs that mean I have to reload the payment buttons page and make sure the confirm payments button appears ON the Mobile screen and we don’t have to scroll down to find it. This 2 step process means payments don’t get completed, if I’m in a rush and my thumbs are faster than my brain.",3,wwertyyuujjkk,Snagging bugs are appearing,,,,en,gb
172,1177,App Store,a7ec8488-69a0-4279-9b1d-e19832143033,2022-06-27,"Why does the app still store payee information when you ask it not to? Frustrating. You end up having loads of payees clogging up your regular payments. Also you can’t do everything on the App, you have to resort to a laptop or desktop of which I do not have.",4,007RAS,Payments,"{'id': 23587948, 'body': ""Hi. Thanks for reaching out. I will pass this feedback over to our developers for you. Please let us know if there's anything else we can do in the meantime. Thanks. AK"", 'modified': '2021-06-25T13:04:15Z'}",,,en,gb
173,1214,App Store,915f2bfd-3d5c-4a90-957d-1fef93b75560,2022-10-21,I find the information I need easy to access and to use for transfers and other payments. Being an old fashioned banker myself I was always dubious about electronic banking but have found the Barclays app easy to use and very effective.,5,Cayman Dusty,Using Barclays app,,,,en,gb
174,1215,App Store,e2202ab4-a306-4265-a7fe-f88ce5be27e2,2022-04-17,Barclays customer service is 100% better than any other bank I’m glad I choose to move to barlclays is the best thing I did they help you in anyway they can I would highly recommend Barclays to anyone,5,graham2017,Customer service,,,,en,gb
175,1216,App Store,22b98488-2e59-4a30-88cb-502b45c63bfd,2022-08-22,"I’m about to cancel my card with Barclays, and I literally JUST got it. I’ve been waiting on the phone on customer support for basically an hour (55 minutes) and no one has answered. I know you’re short staffed but wow. I only put £2 into my account to use Barclays as a savings account but, I don’t even want it anymore. I want to cancel my card with Barclays and just never return. Customer service wait time is disgusting, wouldn’t recommend to anyone and it’s a waste.",1,yellurrulley,Disgusting,,,,en,gb
176,1217,App Store,8182c5f6-bc49-4aff-886a-ac2b003d7e80,2022-04-20,Great app have used it for years and was perfect until recent update removed the upcoming transactions feature that was ideal to ensure you had an idea of planned payments going out of said accounts. Please bring this back asap to the next update?,4,Mad Maru,Was perfect until latest update,,,,en,gb
177,1218,App Store,52cc4f1c-eefc-45bc-89f1-090bc955c47b,2022-04-04,Been a customer for many years. Online banking has got better and better. Simple and efficient service which offers decent functionality! Probably the best thing Barclays does now.,5,MM011184,Online Banking,,,,en,gb
178,1246,App Store,503cec80-d36c-49a0-b0c2-01cbf130369f,2022-12-22,"I’ve been using the app for years and it has really helped me keep track of my money. I can even check how much I have in my account, in the shop, before I purchase anything. I’ve recommended it to family members.",5,Bobqkazoo,Great app,,,,en,gb
179,1247,App Store,820739bf-656c-4c81-86bf-71015213320e,2023-01-13,"Launchpad offers nothing useful to banking and paying in a cheque is full of bugs. Hard to find camera and too tricky to take an acceptable photo, seems ok but eventually fails and hangs up.  App seems only way to communicate with barclays now apart from twitter which many do not use. Can do some simple things, dont run before u can walk to app techs!",3,Ngwena,OK but limited,,,,en,gb
180,1248,App Store,9338cb80-5d21-4da3-93a0-b01b3bdd1a58,2022-11-11,Simple. Quick and easy to use. Just a shame on line banking kills jobs in branches! But on the plus side more time to do other stuff !,5,nigel66666,"It all works perfectly. That’s all you need from your bank. The branch is now a wine bar, progress?",,,,en,gb
181,1249,App Store,4098b489-3a92-4119-b18a-6e4a17b26d47,2022-04-07,Since the last update i have been unable to save downloaded statements. The statement downloads but when trying to save to files there is no option to actually save,5,Barcasm,Will not download statements,,,,en,gb
182,1272,App Store,5b0306c0-03bb-4460-99b7-553d35795b58,2023-01-31,I have been with Barclays for 40 years and they have always treated me well. I wouldn’t change my bank. They have always supported me.  I bank with the listening bank for my business but they don’t listen so I will be transferring it to barclays,5,moonandmushroom,Mrs E Gavin,,,,en,gb
183,1273,App Store,1ae6e557-7961-41b5-8d2b-9df8aedf09ba,2022-09-30,I am getting immediately logged out when leaving the app even for a moment but in settings I have it selected for 2 minute delay. When trying to give feedback through the app that is also not working as no ‘submit’ button. Please fix,4,scotty30!!,Great app but . . .,,,,en,gb
184,1274,App Store,f383a805-f163-46b4-9282-df8129a6ed5f,2022-03-19,"Please look at the upcoming transactions feature, as it displays incorrect information, from old historical d/d’s, which is misleading.

The transactions obviously don’t go through, however it shows them on the upcoming transactions which it shouldn’t and it is annoying.

Please sort this out in your next update.",3,Leazesmag,Upcoming Transactions Incorrect,"{'id': 28677626, 'body': ""Hi, thanks for your comment. This doesn't sound right at all. Would you be able to get in touch with team on social media who would be happy to look into this for you. Thanks, Nick"", 'modified': '2022-03-20T21:52:44Z'}",,,en,gb
185,1275,App Store,a0f2e902-983c-4a03-8cee-93e2e9a1b76a,2022-08-09,"Chat function is useless. I wanted to cancel a meeting in my branch. Because it is impossible to speak to a human on the phone these days, I stated that I wanted to cancel a meeting and the chat it replied “please rearrange your reply so I can understand”! I gave up, and I refuse to call and hold on the phone for 45 minutes. I will just not turn up, so Barclays have just lost my business did to their pathetic customer service.",2,Fierrabras,Useless App,,,,en,gb
186,1276,App Store,7844ebee-adc4-427b-82cc-e32e453aa0d3,2022-03-23,"I have used this app for years to look after my mother’s finances as I have power of attorney due to dementia. I have recently been told I can no long use it as ‘I am putting her finances at risk’
I now how to go through the rigmarole of setting up new passwords, new cards, new stupid ‘safe’ password gadgets to be used every time I need to view the account.
Talk about stress- I HOPE NONE YOUR EMPLOYEES HAS TO DEAL WITH DEMENTED PARENTS AND BANK BUREAUCRATS.

I only gave you one star because it will not let me write my review and give NO STARS",1,OxfordMum,Totally unhelpful - NO STARS,"{'id': 28782947, 'body': 'Hi there. Sorry to read you are disappointed to know that the app is not available for Power of Attorney customers. As a POA for your mother, you can have access to online and telephone banking and you may also visit branch. Hope this clarifies. AG', 'modified': '2022-03-25T14:19:25Z'}",,,en,gb
187,1308,App Store,b8fc05fb-54fb-4770-a130-7fd5b28963af,2023-03-15,"Have used for years - it’s brilliant everything just works please don’t ever change it..
Paying in a cheque can take a couple of tries but works - (need to get it all in the picture btw) but it’s flawless and I use it daily 😊",5,Fee654,Brilliant !,,,,en,gb
